recv_ts_iso,recv_ts_epoch,topic,node,epoch,t_ms,ct1_irms,ct2_irms,ct1_apparpower,ct2_apparpower,ct1_power,ct2_power,vrms
2026-02-25T15:01:57.750988+00:00,1772031717.751,home/load_meter/node_boiler/metrics,node_boiler,1772031717,230276,4.48,,1030.427,,,,
2026-02-25T15:01:58.772822+00:00,1772031718.773,home/load_meter/node_boiler/metrics,node_boiler,1772031718,231276,0.0,,0.0,,,,
2026-02-25T15:01:59.797514+00:00,1772031719.798,home/load_meter/node_boiler/metrics,node_boiler,1772031719,232276,0.0,,0.0,,,,
2026-02-25T15:02:00.923988+00:00,1772031720.924,home/load_meter/node_boiler/metrics,node_boiler,1772031720,233276,0.0,,0.0,,,,
2026-02-25T15:02:01.622346+00:00,1772031721.622,home/load_meter/node_boiler/metrics,node_boiler,1772031721,234276,0.0,,0.0,,,,
2026-02-25T15:02:02.664543+00:00,1772031722.665,home/load_meter/node_boiler/metrics,node_boiler,1772031722,235276,0.0,,0.0,,,,
2026-02-25T15:02:03.685308+00:00,1772031723.685,home/load_meter/node_boiler/metrics,node_boiler,1772031723,236276,0.0,,0.0,,,,
2026-02-25T15:02:04.716719+00:00,1772031724.717,home/load_meter/node_boiler/metrics,node_boiler,1772031724,237276,0.0,,0.0,,,,
2026-02-25T15:02:05.623502+00:00,1772031725.624,home/load_meter/node_boiler/metrics,node_boiler,1772031725,238276,0.0,,0.0,,,,
2026-02-25T15:02:17.625090+00:00,1772031737.625,home/load_meter/node_boiler/metrics,node_boiler,1772031737,250276,0.0,,0.0,,,,
2026-02-25T15:02:18.636223+00:00,1772031738.636,home/load_meter/node_boiler/metrics,node_boiler,1772031738,251276,0.0,,0.0,,,,
2026-02-25T15:02:19.865919+00:00,1772031739.866,home/load_meter/node_boiler/metrics,node_boiler,1772031739,252276,0.0,,0.0,,,,
2026-02-25T15:02:20.682152+00:00,1772031740.682,home/load_meter/node_boiler/metrics,node_boiler,1772031740,253276,0.0,,0.0,,,,
2026-02-25T15:02:21.709039+00:00,1772031741.709,home/load_meter/node_boiler/metrics,node_boiler,1772031741,254276,0.0,,0.0,,,,
2026-02-25T15:02:22.708875+00:00,1772031742.709,home/load_meter/node_boiler/metrics,node_boiler,1772031742,255276,0.0,,0.0,,,,
2026-02-25T15:02:23.763835+00:00,1772031743.764,home/load_meter/node_boiler/metrics,node_boiler,1772031743,256276,0.0,,0.0,,,,
2026-02-25T15:02:24.697320+00:00,1772031744.697,home/load_meter/node_boiler/metrics,node_boiler,1772031744,257276,0.0,,0.0,,,,
2026-02-25T15:02:25.796049+00:00,1772031745.796,home/load_meter/node_boiler/metrics,node_boiler,1772031745,258276,0.0,,0.0,,,,
2026-02-25T15:04:19.628922+00:00,1772031859.629,home/load_meter/node_boiler/metrics,node_boiler,1772031859,372277,0.0,,0.0,,,,
2026-02-25T15:04:20.630947+00:00,1772031860.631,home/load_meter/node_boiler/metrics,node_boiler,1772031860,373277,0.0,,0.0,,,,
